timestamp,x_m,y_m,speed_kmh,accel_x,accel_y,accel_z,gyro_yaw,gyro_pitch,gyro_roll,gravity_x,gravity_y,gravity_z,mag_x,mag_y,mag_z
2019-09-08 10:07:50,0,0,5.57,0.2443949843,4.092424791,9.065259024,0.03186446874,-0.05199940523,0.004614593643,0.5939446369,2.597580974,9.437649988,3.402140555,-18.01918646,36.22518818
2019-09-08 10:07:50,0,0,5.57,1.205384976,2.364932333,9.983691402,0.003817552159,-0.06485963478,-0.0001811908146,0.6047962894,2.590164516,9.439005636,3.162409857,-17.89481296,35.6866156
2019-09-08 10:07:50,0,0,5.57,0.4967665096,3.408412262,9.210860252,0.002292940701,-0.04633620578,0.03580741854,0.6028180162,2.578899591,9.442119784,3.505340814,-17.61948129,36.3686646
2019-09-08 10:07:50,0,0,5.57,1.551680262,2.27617192,9.459283782,0.04679773186,-0.04257793536,0.0424038907,0.5942437909,2.595151949,9.438298326,3.485680776,-18.29499101,35.84895303
2019-09-08 10:07:50,0,0,5.57,1.170348261,2.756485635,9.12349011,-0.01044208713,-0.03127538747,-0.001920696774,0.6017547134,2.579050159,9.442249075,3.45417835,-18.30516942,35.59399422
2019-09-08 10:07:50,0,0,5.57,0.7974773267,2.915491872,9.403356614,0.07882292592,-0.03782834429,0.01779593065,0.5905345097,2.588075596,9.440474667,2.745026215,-18.44403647,35.86365918
2019-09-08 10:07:50,0,0,5.57,0.7934612336,3.156658259,9.146570894,0.01013442185,-0.008705206823,-0.001493668085,0.5904212626,2.597971975,9.437763791,3.191449809,-17.74957205,35.71762786
2019-09-08 10:07:50,0,0,5.57,0.3711617615,3.853205322,8.908811989,-0.06608399863,-0.02347192135,-0.02790373824,0.5977211548,2.603371363,9.435822608,3.188904283,-18.80894163,36.52820149
2019-09-08 10:07:50,0,0,5.57,0.1338359227,3.164745568,9.197570549,-0.03694833707,0.02391233973,-0.02871790542,0.5752103065,2.598720445,9.438409243,3.073305134,-17.91990743,35.43936954
2019-09-08 10:07:50,0,0,5.57,0.6793945601,4.086771907,9.280507787,-0.1215410375,0.002271514595,-0.03413776459,0.5911040504,2.581906721,9.44213316,3.170383142,-18.19414878,36.10078283
2019-09-08 10:07:51,0,0,5.57,0.0006612847003,3.431547562,9.370215864,-0.1423431189,-0.0185438978,-0.01431177247,0.6011883924,2.574993385,9.443398798,3.481567923,-18.42243027,35.10501599
2019-09-08 10:07:51,0,0,5.57,-0.45848576,5.602618891,10.22515915,0.05944885623,0.007116788595,-0.06842291643,0.5633971753,2.604484295,9.437567834,2.885054483,-18.45456438,35.41102108
2019-09-08 10:07:51,0,0,5.57,0.984311698,3.171600728,9.198139653,0.08408688359,0.01164756777,-0.03283886959,0.598307701,2.61964018,9.431213753,2.843275948,-18.5065745,36.00972761
2019-09-08 10:07:51,0,0,5.57,1.212252803,3.629006821,9.249021543,-0.004168819223,-0.01951680906,0.04863282772,0.5974730104,2.575334666,9.44353831,3.015248512,-18.24970932,36.31278819
2019-09-08 10:07:51,0,0,5.57,0.002228066903,3.022131403,8.809556733,-0.1371754698,0.03671817335,-0.05266524084,0.5990428807,2.58195728,9.441620893,2.660520623,-18.00534633,36.08093726
2019-09-08 10:07:51,0,0,5.57,2.004651491,5.201205731,8.494122545,0.007238601995,-0.02245836383,0.1160141066,0.6008342461,2.590642443,9.439123103,2.639894778,-17.96794105,35.99923402
2019-09-08 10:07:51,0,0,5.57,1.002697983,4.488718194,9.391636258,-0.02488799863,0.1178476808,-0.1015550433,0.5676806576,2.596570131,9.439472509,2.84226617,-18.42281957,36.6309233
2019-09-08 10:07:51,0,0,5.57,-0.0115615793,4.290163781,9.256726694,-0.02748073254,0.01036001681,-0.06951438861,0.5900502117,2.610508607,9.434343968,2.480972674,-18.33482107,36.04763669
2019-09-08 10:07:51,0,0,5.57,-0.08626839581,4.131269504,8.863145507,-0.005438144132,0.08152143681,-0.1257368105,0.5758068352,2.605492052,9.43651201,2.518274506,-18.46637995,36.53855505
2019-09-08 10:07:51,0,0,5.57,0.3589339972,3.572530638,8.702089829,-0.04642710322,0.0419011226,-0.01394850875,0.588838089,2.591746955,9.439572846,2.145081148,-18.17511404,36.80405625
2019-09-08 10:07:52,0,0,5.57,0.2194524556,3.776129171,9.190345024,0.01844781652,0.06667382922,-0.002841893522,0.5838678362,2.598480684,9.438035485,2.849703327,-19.23501772,36.59379024
2019-09-08 10:07:52,0,0,5.57,0.1455471218,4.081952371,8.938715314,-0.06756118497,0.04644245047,-0.02202116789,0.5995890773,2.593127278,9.438518826,2.781038346,-18.45359686,36.5808842
2019-09-08 10:07:52,0,0,5.57,0.4665500485,3.834649589,8.992735493,-0.07233101244,0.01308672289,-0.01271439011,0.5962541094,2.590057979,9.439571154,2.417233574,-18.63182016,36.00853593
2019-09-08 10:07:52,0,0,5.57,0.6976519359,3.834209341,9.10552745,-0.07507299902,0.006282546782,-0.02573902181,0.5981231919,2.586807499,9.440242651,2.388834224,-18.43080439,37.11870985
2019-09-08 10:07:52,0,0,5.57,-0.004687269882,4.332788461,9.256800007,-0.04185481688,0.00838925983,-0.0002926789307,0.5872430527,2.587323536,9.440887846,2.819106379,-18.28705396,37.1872787
2019-09-08 10:07:52,0,0,5.57,-0.02049484494,4.193591208,8.69973044,0.02630998899,0.04188553679,-0.02987264994,0.5788569533,2.60570519,9.436365886,2.271942028,-17.96669262,36.67651477
2019-09-08 10:07:52,0,0,5.57,-0.1191529438,3.771658013,9.312584881,0.05500936664,0.01895721699,-0.0215541425,0.5889891279,2.605321118,9.435835295,2.378420813,-17.22743119,37.89012706
2019-09-08 10:07:52,0,0,5.57,-0.3897999611,3.858289561,9.217988952,0.003734453314,0.03918587696,-0.05506171019,0.5902900092,2.590318255,9.439874083,1.955423868,-18.47883801,37.67857433
2019-09-08 10:07:52,0,0,5.57,0.237147773,3.823042976,8.899913657,-0.005504073823,-0.004318037298,-0.003173939383,0.5902198916,2.588796203,9.440296507,2.505049645,-18.70949451,37.44768673
2019-09-08 10:07:52,0,0,5.57,0.1744416563,4.782551477,9.119718063,-0.008218100438,0.06310871811,-0.03022478141,0.5932941749,2.591697738,9.43930662,2.295114447,-17.16949564,36.91324246
